writer_id,inst_path,gpds_path,shape_inst,shape_gpds,mad,frac_diff_gt10,ncc,verdict
1693,signature_verification/full_org/original_1693_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1693/c-1693-22.jpg,220x155,934x804,0.7884,0.0251,0.9858,distinct
2,signature_verification/full_forg/forgeries_2_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/002/cf-002-18.jpg,220x155,923x555,0.8266,0.0276,0.9974,distinct
1397,signature_verification/full_forg/forgeries_1397_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1397/cf-1397-07.jpg,220x155,960x482,0.363,0.0004,0.9985,same image (re-encoded)
3599,signature_verification/full_org/original_3599_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3599/c-3599-05.jpg,220x155,748x542,0.5446,0.0109,0.9986,distinct
691,signature_verification/full_org/original_691_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/691/c-691-20.jpg,220x155,898x343,0.6287,0.01,0.9987,distinct
1741,signature_verification/full_forg/forgeries_1741_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1741/cf-1741-13.jpg,220x155,999x440,0.4017,0.0014,0.9976,same image (re-encoded)
448,signature_verification/full_org/original_448_7.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/448/c-448-01.jpg,220x155,669x490,20.8647,0.9909,0.9971,distinct
1550,signature_verification/full_forg/forgeries_1550_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1550/cf-1550-20.jpg,220x155,996x732,0.6805,0.0115,0.9941,distinct
986,signature_verification/full_forg/forgeries_986_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/986/cf-986-25.jpg,220x155,891x547,0.4264,0.0103,0.9859,distinct
2329,signature_verification/full_org/original_2329_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2329/c-2329-24.jpg,220x155,968x652,0.3307,0.0017,0.9968,same image (re-encoded)
3202,signature_verification/full_org/original_3202_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3202/c-3202-11.jpg,220x155,1753x496,0.8485,0.0246,0.9921,distinct
434,signature_verification/full_forg/forgeries_434_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/434/cf-434-21.jpg,220x155,1083x414,0.8993,0.0334,0.9948,distinct
1111,signature_verification/full_org/original_1111_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1111/c-1111-24.jpg,220x155,882x611,0.4157,0.0018,0.997,same image (re-encoded)
2427,signature_verification/full_org/original_2427_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2427/c-2427-09.jpg,220x155,953x672,1.0745,0.0378,0.9958,distinct
2117,signature_verification/full_org/original_2117_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2117/c-2117-11.jpg,220x155,1287x777,0.7839,0.0268,0.9868,distinct
170,signature_verification/full_forg/forgeries_170_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/170/cf-170-12.jpg,220x155,830x459,0.6702,0.023,0.9984,distinct
3905,signature_verification/full_forg/forgeries_3905_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3905/cf-3905-06.jpg,220x155,959x893,14.4569,0.9516,0.9927,distinct
2726,signature_verification/full_org/original_2726_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2726/c-2726-10.jpg,220x155,882x373,0.8401,0.0276,0.9979,distinct
2201,signature_verification/full_forg/forgeries_2201_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2201/cf-2201-14.jpg,220x155,791x536,1.1433,0.0431,0.9975,distinct
2419,signature_verification/full_org/original_2419_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2419/c-2419-06.jpg,220x155,802x501,0.8376,0.0302,0.9965,distinct
444,signature_verification/full_org/original_444_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/444/c-444-05.jpg,220x155,757x416,0.9297,0.0336,0.9977,distinct
2647,signature_verification/full_org/original_2647_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2647/c-2647-11.jpg,220x155,823x646,1.3664,0.0535,0.99,distinct
337,signature_verification/full_org/original_337_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/337/c-337-18.jpg,220x155,794x576,1.1462,0.0434,0.9922,distinct
545,signature_verification/full_org/original_545_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/545/c-545-10.jpg,220x155,1020x629,1.0382,0.036,0.9902,distinct
1300,signature_verification/full_forg/forgeries_1300_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1300/cf-1300-17.jpg,220x155,838x1002,1.107,0.0414,0.9904,distinct
1383,signature_verification/full_forg/forgeries_1383_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1383/cf-1383-18.jpg,220x155,1254x619,0.5142,0.0057,0.9963,same image (re-encoded)
3603,signature_verification/full_org/original_3603_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3603/c-3603-20.jpg,220x155,959x600,1.1366,0.042,0.995,distinct
1922,signature_verification/full_org/original_1922_7.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1922/c-1922-02.jpg,220x155,703x303,20.6914,0.9825,0.9954,distinct
1876,signature_verification/full_org/original_1876_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1876/c-1876-11.jpg,220x155,704x336,8.7467,0.0115,0.9972,distinct
3121,signature_verification/full_org/original_3121_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3121/c-3121-05.jpg,220x155,617x513,0.7151,0.0291,0.9963,distinct
3269,signature_verification/full_org/original_3269_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3269/c-3269-16.jpg,220x155,1091x734,1.4825,0.0502,0.9942,distinct
2871,signature_verification/full_forg/forgeries_2871_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2871/cf-2871-11.jpg,220x155,716x260,0.2197,0.0015,0.9991,same image (re-encoded)
1286,signature_verification/full_org/original_1286_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1286/c-1286-10.jpg,220x155,1061x510,0.3096,0.0006,0.9983,same image (re-encoded)
1685,signature_verification/full_forg/forgeries_1685_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1685/cf-1685-17.jpg,220x155,749x353,0.3312,0.0002,0.999,same image (re-encoded)
309,signature_verification/full_forg/forgeries_309_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/309/cf-309-17.jpg,220x155,1001x782,0.5144,0.0099,0.994,same image (re-encoded)
246,signature_verification/full_forg/forgeries_246_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/246/cf-246-10.jpg,220x155,1032x593,0.4774,0.0039,0.9965,same image (re-encoded)
3842,signature_verification/full_org/original_3842_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3842/c-3842-17.jpg,220x155,931x496,0.5506,0.0087,0.9988,same image (re-encoded)
921,signature_verification/full_org/original_921_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/921/c-921-06.jpg,220x155,541x404,0.4018,0.0097,0.999,same image (re-encoded)
3379,signature_verification/full_org/original_3379_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3379/c-3379-04.jpg,220x155,852x472,0.616,0.0108,0.9988,distinct
867,signature_verification/full_org/original_867_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/867/c-867-05.jpg,220x155,1095x544,1.2883,0.0461,0.9961,distinct
1321,signature_verification/full_forg/forgeries_1321_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1321/cf-1321-27.jpg,220x155,743x446,0.4955,0.012,0.998,distinct
3370,signature_verification/full_forg/forgeries_3370_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3370/cf-3370-02.jpg,220x155,942x560,0.6654,0.0253,0.9951,distinct
879,signature_verification/full_org/original_879_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/879/c-879-24.jpg,220x155,722x356,0.2537,0.0001,0.998,same image (re-encoded)
931,signature_verification/full_org/original_931_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/931/c-931-10.jpg,220x155,975x649,0.8903,0.0347,0.9905,distinct
840,signature_verification/full_forg/forgeries_840_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/840/cf-840-26.jpg,220x155,842x535,0.8174,0.0283,0.9878,distinct
160,signature_verification/full_org/original_160_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/160/c-160-01.jpg,220x155,849x477,0.3616,0.0069,0.991,same image (re-encoded)
1714,signature_verification/full_org/original_1714_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1714/c-1714-05.jpg,220x155,954x667,1.3192,0.0418,0.9826,distinct
1792,signature_verification/full_org/original_1792_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1792/c-1792-19.jpg,220x155,850x484,0.8633,0.032,0.9976,distinct
495,signature_verification/full_forg/forgeries_495_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/495/cf-495-22.jpg,220x155,1019x518,0.927,0.034,0.9927,distinct
2635,signature_verification/full_forg/forgeries_2635_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2635/cf-2635-19.jpg,220x155,1520x276,0.416,0.0096,0.9979,same image (re-encoded)
3860,signature_verification/full_org/original_3860_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3860/c-3860-14.jpg,220x155,572x482,0.8126,0.0302,0.9973,distinct
1255,signature_verification/full_forg/forgeries_1255_11.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1255/cf-1255-09.jpg,220x155,793x318,8.3592,0.0098,0.9975,same image (re-encoded)
638,signature_verification/full_forg/forgeries_638_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/638/cf-638-07.jpg,220x155,884x330,0.5296,0.0177,0.9968,distinct
1602,signature_verification/full_org/original_1602_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1602/c-1602-16.jpg,220x155,997x463,31.9093,0.9927,0.9971,distinct
2539,signature_verification/full_org/original_2539_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2539/c-2539-23.jpg,220x155,1032x677,0.7731,0.0296,0.9966,distinct
1168,signature_verification/full_forg/forgeries_1168_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1168/cf-1168-26.jpg,220x155,747x719,0.3579,0.0015,0.9971,same image (re-encoded)
1817,signature_verification/full_org/original_1817_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1817/c-1817-19.jpg,220x155,855x456,0.6802,0.0259,0.9966,distinct
3181,signature_verification/full_org/original_3181_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3181/c-3181-01.jpg,220x155,772x430,0.4163,0.0006,0.9977,same image (re-encoded)
3513,signature_verification/full_org/original_3513_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3513/c-3513-22.jpg,220x155,1049x614,1.216,0.0437,0.9912,distinct
3514,signature_verification/full_org/original_3514_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3514/c-3514-04.jpg,220x155,699x437,0.6933,0.016,0.9983,distinct
1413,signature_verification/full_org/original_1413_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1413/c-1413-17.jpg,220x155,859x616,1.0397,0.0381,0.9957,distinct
1615,signature_verification/full_org/original_1615_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1615/c-1615-09.jpg,220x155,896x560,0.9104,0.0351,0.9963,distinct
809,signature_verification/full_forg/forgeries_809_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/809/cf-809-16.jpg,220x155,675x584,0.8865,0.0339,0.9974,distinct
2695,signature_verification/full_forg/forgeries_2695_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2695/cf-2695-12.jpg,220x155,1353x758,1.7399,0.0473,0.9744,distinct
647,signature_verification/full_forg/forgeries_647_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/647/cf-647-04.jpg,220x155,1013x609,0.6286,0.0057,0.996,same image (re-encoded)
3184,signature_verification/full_org/original_3184_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3184/c-3184-20.jpg,220x155,921x438,0.8243,0.0328,0.9959,distinct
3273,signature_verification/full_forg/forgeries_3273_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3273/cf-3273-03.jpg,220x155,922x568,0.7669,0.0268,0.997,distinct
2970,signature_verification/full_forg/forgeries_2970_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2970/cf-2970-04.jpg,220x155,1035x576,0.8252,0.0281,0.9972,distinct
430,signature_verification/full_org/original_430_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/430/c-430-01.jpg,220x155,926x590,1.172,0.0446,0.9959,distinct
248,signature_verification/full_org/original_248_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/248/c-248-21.jpg,220x155,1038x489,0.5222,0.0096,0.992,same image (re-encoded)
1476,signature_verification/full_forg/forgeries_1476_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1476/cf-1476-02.jpg,220x155,934x500,1.1492,0.0437,0.9973,distinct
2477,signature_verification/full_forg/forgeries_2477_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2477/cf-2477-08.jpg,220x155,1054x556,1.0637,0.0387,0.9959,distinct
2500,signature_verification/full_org/original_2500_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2500/c-2500-19.jpg,220x155,982x568,1.225,0.0438,0.9963,distinct
3993,signature_verification/full_org/original_3993_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3993/c-3993-02.jpg,220x155,817x493,24.8272,0.9662,0.9978,distinct
3645,signature_verification/full_forg/forgeries_3645_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3645/cf-3645-19.jpg,220x155,934x640,0.4834,0.006,0.9947,same image (re-encoded)
1132,signature_verification/full_forg/forgeries_1132_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1132/cf-1132-11.jpg,220x155,1111x274,0.4531,0.0142,0.9972,distinct
1939,signature_verification/full_forg/forgeries_1939_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1939/cf-1939-08.jpg,220x155,831x450,0.3566,0.005,0.9924,same image (re-encoded)
2995,signature_verification/full_forg/forgeries_2995_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2995/cf-2995-22.jpg,220x155,790x576,0.3686,0.0035,0.9949,same image (re-encoded)
3007,signature_verification/full_org/original_3007_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3007/c-3007-09.jpg,220x155,745x530,0.717,0.0235,0.9974,distinct
2302,signature_verification/full_org/original_2302_7.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2302/c-2302-11.jpg,220x155,850x393,22.0416,0.956,0.9884,distinct
2739,signature_verification/full_forg/forgeries_2739_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2739/cf-2739-17.jpg,220x155,1275x810,0.7259,0.0141,0.9942,distinct
2593,signature_verification/full_org/original_2593_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2593/c-2593-17.jpg,220x155,871x409,0.3957,0.0054,0.9921,same image (re-encoded)
311,signature_verification/full_forg/forgeries_311_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/311/cf-311-19.jpg,220x155,731x576,0.4751,0.0106,0.9877,distinct
2279,signature_verification/full_forg/forgeries_2279_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2279/cf-2279-21.jpg,220x155,671x434,0.4387,0.0163,0.9961,distinct
2074,signature_verification/full_forg/forgeries_2074_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2074/cf-2074-27.jpg,220x155,1011x746,0.5584,0.0074,0.9954,same image (re-encoded)
348,signature_verification/full_org/original_348_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/348/c-348-07.jpg,220x155,785x440,0.5927,0.0207,0.9977,distinct
3849,signature_verification/full_org/original_3849_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3849/c-3849-04.jpg,220x155,832x762,1.1766,0.0399,0.9948,distinct
3552,signature_verification/full_forg/forgeries_3552_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3552/cf-3552-16.jpg,220x155,1250x419,0.6543,0.0103,0.9991,distinct
3112,signature_verification/full_forg/forgeries_3112_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3112/cf-3112-29.jpg,220x155,1123x419,0.5097,0.0136,0.9982,distinct
2644,signature_verification/full_forg/forgeries_2644_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2644/cf-2644-17.jpg,220x155,840x718,0.822,0.0294,0.9971,distinct
2966,signature_verification/full_org/original_2966_7.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2966/c-2966-05.jpg,220x155,1047x768,17.2556,0.9492,0.9803,distinct
2259,signature_verification/full_org/original_2259_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2259/c-2259-22.jpg,220x155,844x562,0.9153,0.0238,0.9981,distinct
52,signature_verification/full_forg/forgeries_52_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/052/cf-052-24.jpg,220x155,938x411,0.5774,0.0051,0.9964,same image (re-encoded)
1009,signature_verification/full_forg/forgeries_1009_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1009/cf-1009-29.jpg,220x155,970x543,0.7208,0.026,0.996,distinct
1807,signature_verification/full_org/original_1807_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1807/c-1807-19.jpg,220x155,843x628,0.5297,0.0114,0.9904,distinct
2513,signature_verification/full_forg/forgeries_2513_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2513/cf-2513-15.jpg,220x155,1010x584,1.0967,0.0391,0.9961,distinct
3226,signature_verification/full_org/original_3226_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3226/c-3226-13.jpg,220x155,861x566,33.4397,0.9999,0.9899,distinct
3251,signature_verification/full_forg/forgeries_3251_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3251/cf-3251-13.jpg,220x155,1022x560,0.3401,0.0013,0.998,same image (re-encoded)
